"","NSub","model","exp","cond","DurID","Prob","Dur"
"1141",1,"Spacing Model","exp3","U-shaped","DurProb3","0.0201854355242044","700"
"1142",2,"Spacing Model","exp3","U-shaped","DurProb3","0.209739582046005","700"
"1143",3,"Spacing Model","exp3","U-shaped","DurProb3","0.156777052535594","700"
"1144",4,"Spacing Model","exp3","U-shaped","DurProb3","0.0736367405064234","700"
"1145",5,"Spacing Model","exp3","U-shaped","DurProb3","0.11819679015939","700"
"1146",6,"Spacing Model","exp3","U-shaped","DurProb3","0.092362621212988","700"
"1147",7,"Spacing Model","exp3","U-shaped","DurProb3","0.0298747279694968","700"
"1148",8,"Spacing Model","exp3","U-shaped","DurProb3","0.0646683102693077","700"
"1149",9,"Spacing Model","exp3","U-shaped","DurProb3","0.232897758887524","700"
"1150",10,"Spacing Model","exp3","U-shaped","DurProb3","0.108432507275048","700"
"1151",11,"Spacing Model","exp3","U-shaped","DurProb3","0.328067350934231","700"
"1152",12,"Spacing Model","exp3","U-shaped","DurProb3","0.479019032529128","700"
"1153",13,"Spacing Model","exp3","U-shaped","DurProb3","0.477404257322998","700"
"1154",14,"Spacing Model","exp3","U-shaped","DurProb3","0.471481917131605","700"
"1155",15,"Spacing Model","exp3","U-shaped","DurProb3","0.0764536161424802","700"
"1156",1,"Spacing Model","exp3","I T-shaped","DurProb3","0.0201854355242044","700"
"1157",2,"Spacing Model","exp3","I T-shaped","DurProb3","0.209739582046005","700"
"1158",3,"Spacing Model","exp3","I T-shaped","DurProb3","0.156777052535594","700"
"1159",4,"Spacing Model","exp3","I T-shaped","DurProb3","0.0736367405064234","700"
"1160",5,"Spacing Model","exp3","I T-shaped","DurProb3","0.11819679015939","700"
"1161",6,"Spacing Model","exp3","I T-shaped","DurProb3","0.092362621212988","700"
"1162",7,"Spacing Model","exp3","I T-shaped","DurProb3","0.0298747279694968","700"
"1163",8,"Spacing Model","exp3","I T-shaped","DurProb3","0.0646683102693077","700"
"1164",9,"Spacing Model","exp3","I T-shaped","DurProb3","0.232897758887524","700"
"1165",10,"Spacing Model","exp3","I T-shaped","DurProb3","0.108432507275048","700"
"1166",11,"Spacing Model","exp3","I T-shaped","DurProb3","0.328067350934231","700"
"1167",12,"Spacing Model","exp3","I T-shaped","DurProb3","0.479019032529128","700"
"1168",13,"Spacing Model","exp3","I T-shaped","DurProb3","0.477404257322998","700"
"1169",14,"Spacing Model","exp3","I T-shaped","DurProb3","0.471481917131605","700"
"1170",15,"Spacing Model","exp3","I T-shaped","DurProb3","0.0764536161424802","700"
"1171",1,"Spacing Model","exp3","U-shaped","DurProb4","0.209495365248032","850"
"1172",2,"Spacing Model","exp3","U-shaped","DurProb4","0.510052470868999","850"
"1173",3,"Spacing Model","exp3","U-shaped","DurProb4","0.474734164071479","850"
"1174",4,"Spacing Model","exp3","U-shaped","DurProb4","0.292885545939141","850"
"1175",5,"Spacing Model","exp3","U-shaped","DurProb4","0.298270521694299","850"
"1176",6,"Spacing Model","exp3","U-shaped","DurProb4","0.482381818975385","850"
"1177",7,"Spacing Model","exp3","U-shaped","DurProb4","0.12245779208375","850"
"1178",8,"Spacing Model","exp3","U-shaped","DurProb4","0.326641439733925","850"
"1179",9,"Spacing Model","exp3","U-shaped","DurProb4","0.625133542385925","850"
"1180",10,"Spacing Model","exp3","U-shaped","DurProb4","0.370475845485602","850"
"1181",11,"Spacing Model","exp3","U-shaped","DurProb4","0.597435192263624","850"
"1182",12,"Spacing Model","exp3","U-shaped","DurProb4","0.810895578166244","850"
"1183",13,"Spacing Model","exp3","U-shaped","DurProb4","0.891992141011231","850"
"1184",14,"Spacing Model","exp3","U-shaped","DurProb4","0.710236625938073","850"
"1185",15,"Spacing Model","exp3","U-shaped","DurProb4","0.41556318074905","850"
"1186",1,"Spacing Model","exp3","I T-shaped","DurProb4","0.209495365248032","850"
"1187",2,"Spacing Model","exp3","I T-shaped","DurProb4","0.510052470868999","850"
"1188",3,"Spacing Model","exp3","I T-shaped","DurProb4","0.474734164071479","850"
"1189",4,"Spacing Model","exp3","I T-shaped","DurProb4","0.292885545939141","850"
"1190",5,"Spacing Model","exp3","I T-shaped","DurProb4","0.298270521694299","850"
"1191",6,"Spacing Model","exp3","I T-shaped","DurProb4","0.482381818975385","850"
"1192",7,"Spacing Model","exp3","I T-shaped","DurProb4","0.12245779208375","850"
"1193",8,"Spacing Model","exp3","I T-shaped","DurProb4","0.326641439733925","850"
"1194",9,"Spacing Model","exp3","I T-shaped","DurProb4","0.625133542385925","850"
"1195",10,"Spacing Model","exp3","I T-shaped","DurProb4","0.370475845485602","850"
"1196",11,"Spacing Model","exp3","I T-shaped","DurProb4","0.597435192263624","850"
"1197",12,"Spacing Model","exp3","I T-shaped","DurProb4","0.810895578166244","850"
"1198",13,"Spacing Model","exp3","I T-shaped","DurProb4","0.891992141011231","850"
"1199",14,"Spacing Model","exp3","I T-shaped","DurProb4","0.710236625938073","850"
"1200",15,"Spacing Model","exp3","I T-shaped","DurProb4","0.41556318074905","850"
"1201",1,"Spacing Model","exp3","U-shaped","DurProb5","0.773198776088125","1000"
"1202",2,"Spacing Model","exp3","U-shaped","DurProb5","0.803280713593544","1000"
"1203",3,"Spacing Model","exp3","U-shaped","DurProb5","0.814588840349231","1000"
"1204",4,"Spacing Model","exp3","U-shaped","DurProb5","0.683369684632334","1000"
"1205",5,"Spacing Model","exp3","U-shaped","DurProb5","0.574081596427399","1000"
"1206",6,"Spacing Model","exp3","U-shaped","DurProb5","0.895117915782949","1000"
"1207",7,"Spacing Model","exp3","U-shaped","DurProb5","0.387388008715667","1000"
"1208",8,"Spacing Model","exp3","U-shaped","DurProb5","0.772907175236255","1000"
"1209",9,"Spacing Model","exp3","U-shaped","DurProb5","0.901571719475173","1000"
"1210",10,"Spacing Model","exp3","U-shaped","DurProb5","0.740102480030081","1000"
"1211",11,"Spacing Model","exp3","U-shaped","DurProb5","0.818544692976428","1000"
"1212",12,"Spacing Model","exp3","U-shaped","DurProb5","0.952377358883221","1000"
"1213",13,"Spacing Model","exp3","U-shaped","DurProb5","0.986783064636924","1000"
"1214",14,"Spacing Model","exp3","U-shaped","DurProb5","0.870711389977228","1000"
"1215",15,"Spacing Model","exp3","U-shaped","DurProb5","0.859302492301846","1000"
"1216",1,"Spacing Model","exp3","I T-shaped","DurProb5","0.773198776088125","1000"
"1217",2,"Spacing Model","exp3","I T-shaped","DurProb5","0.803280713593544","1000"
"1218",3,"Spacing Model","exp3","I T-shaped","DurProb5","0.814588840349231","1000"
"1219",4,"Spacing Model","exp3","I T-shaped","DurProb5","0.683369684632334","1000"
"1220",5,"Spacing Model","exp3","I T-shaped","DurProb5","0.574081596427399","1000"
"1221",6,"Spacing Model","exp3","I T-shaped","DurProb5","0.895117915782949","1000"
"1222",7,"Spacing Model","exp3","I T-shaped","DurProb5","0.387388008715667","1000"
"1223",8,"Spacing Model","exp3","I T-shaped","DurProb5","0.772907175236255","1000"
"1224",9,"Spacing Model","exp3","I T-shaped","DurProb5","0.901571719475173","1000"
"1225",10,"Spacing Model","exp3","I T-shaped","DurProb5","0.740102480030081","1000"
"1226",11,"Spacing Model","exp3","I T-shaped","DurProb5","0.818544692976428","1000"
"1227",12,"Spacing Model","exp3","I T-shaped","DurProb5","0.952377358883221","1000"
"1228",13,"Spacing Model","exp3","I T-shaped","DurProb5","0.986783064636924","1000"
"1229",14,"Spacing Model","exp3","I T-shaped","DurProb5","0.870711389977228","1000"
"1230",15,"Spacing Model","exp3","I T-shaped","DurProb5","0.859302492301846","1000"
"1231",1,"Spacing Model","exp3","U-shaped","DurProb6","0.977706062522399","1150"
"1232",2,"Spacing Model","exp3","U-shaped","DurProb6","0.941234514432894","1150"
"1233",3,"Spacing Model","exp3","U-shaped","DurProb6","0.955270649229289","1150"
"1234",4,"Spacing Model","exp3","U-shaped","DurProb6","0.918340704567047","1150"
"1235",5,"Spacing Model","exp3","U-shaped","DurProb6","0.810397426162512","1150"
"1236",6,"Spacing Model","exp3","U-shaped","DurProb6","0.987367125241272","1150"
"1237",7,"Spacing Model","exp3","U-shaped","DurProb6","0.741302374731007","1150"
"1238",8,"Spacing Model","exp3","U-shaped","DurProb6","0.959806064432575","1150"
"1239",9,"Spacing Model","exp3","U-shaped","DurProb6","0.980511071692265","1150"
"1240",10,"Spacing Model","exp3","U-shaped","DurProb6","0.93233849303771","1150"
"1241",11,"Spacing Model","exp3","U-shaped","DurProb6","0.932026765758781","1150"
"1242",12,"Spacing Model","exp3","U-shaped","DurProb6","0.989391831755801","1150"
"1243",13,"Spacing Model","exp3","U-shaped","DurProb6","0.998520616181318","1150"
"1244",14,"Spacing Model","exp3","U-shaped","DurProb6","0.948728771070179","1150"
"1245",15,"Spacing Model","exp3","U-shaped","DurProb6","0.981294068778469","1150"
"1246",1,"Spacing Model","exp3","I T-shaped","DurProb6","0.977706062522399","1150"
"1247",2,"Spacing Model","exp3","I T-shaped","DurProb6","0.941234514432894","1150"
"1248",3,"Spacing Model","exp3","I T-shaped","DurProb6","0.955270649229289","1150"
"1249",4,"Spacing Model","exp3","I T-shaped","DurProb6","0.918340704567047","1150"
"1250",5,"Spacing Model","exp3","I T-shaped","DurProb6","0.810397426162512","1150"
"1251",6,"Spacing Model","exp3","I T-shaped","DurProb6","0.987367125241272","1150"
"1252",7,"Spacing Model","exp3","I T-shaped","DurProb6","0.741302374731007","1150"
"1253",8,"Spacing Model","exp3","I T-shaped","DurProb6","0.959806064432575","1150"
"1254",9,"Spacing Model","exp3","I T-shaped","DurProb6","0.980511071692265","1150"
"1255",10,"Spacing Model","exp3","I T-shaped","DurProb6","0.93233849303771","1150"
"1256",11,"Spacing Model","exp3","I T-shaped","DurProb6","0.932026765758781","1150"
"1257",12,"Spacing Model","exp3","I T-shaped","DurProb6","0.989391831755801","1150"
"1258",13,"Spacing Model","exp3","I T-shaped","DurProb6","0.998520616181318","1150"
"1259",14,"Spacing Model","exp3","I T-shaped","DurProb6","0.948728771070179","1150"
"1260",15,"Spacing Model","exp3","I T-shaped","DurProb6","0.981294068778469","1150"
"1261",1,"Spacing Model","exp3","U-shaped","DurProb7","0.998230569248527","1300"
"1262",2,"Spacing Model","exp3","U-shaped","DurProb7","0.984332091959221","1300"
"1263",3,"Spacing Model","exp3","U-shaped","DurProb7","0.990459489280703","1300"
"1264",4,"Spacing Model","exp3","U-shaped","DurProb7","0.983221308632199","1300"
"1265",5,"Spacing Model","exp3","U-shaped","DurProb7","0.931289327997515","1300"
"1266",6,"Spacing Model","exp3","U-shaped","DurProb7","0.998604853968046","1300"
"1267",7,"Spacing Model","exp3","U-shaped","DurProb7","0.928495314953005","1300"
"1268",8,"Spacing Model","exp3","U-shaped","DurProb7","0.994066737628736","1300"
"1269",9,"Spacing Model","exp3","U-shaped","DurProb7","0.996394358415371","1300"
"1270",10,"Spacing Model","exp3","U-shaped","DurProb7","0.985223868378861","1300"
"1271",11,"Spacing Model","exp3","U-shaped","DurProb7","0.976568792790365","1300"
"1272",12,"Spacing Model","exp3","U-shaped","DurProb7","0.997706269218346","1300"
"1273",13,"Spacing Model","exp3","U-shaped","DurProb7","0.999836142090788","1300"
"1274",14,"Spacing Model","exp3","U-shaped","DurProb7","0.980710625188461","1300"
"1275",15,"Spacing Model","exp3","U-shaped","DurProb7","0.997785594175866","1300"
"1276",1,"Spacing Model","exp3","I T-shaped","DurProb7","0.998230569248527","1300"
"1277",2,"Spacing Model","exp3","I T-shaped","DurProb7","0.984332091959221","1300"
"1278",3,"Spacing Model","exp3","I T-shaped","DurProb7","0.990459489280703","1300"
"1279",4,"Spacing Model","exp3","I T-shaped","DurProb7","0.983221308632199","1300"
"1280",5,"Spacing Model","exp3","I T-shaped","DurProb7","0.931289327997515","1300"
"1281",6,"Spacing Model","exp3","I T-shaped","DurProb7","0.998604853968046","1300"
"1282",7,"Spacing Model","exp3","I T-shaped","DurProb7","0.928495314953005","1300"
"1283",8,"Spacing Model","exp3","I T-shaped","DurProb7","0.994066737628736","1300"
"1284",9,"Spacing Model","exp3","I T-shaped","DurProb7","0.996394358415371","1300"
"1285",10,"Spacing Model","exp3","I T-shaped","DurProb7","0.985223868378861","1300"
"1286",11,"Spacing Model","exp3","I T-shaped","DurProb7","0.976568792790365","1300"
"1287",12,"Spacing Model","exp3","I T-shaped","DurProb7","0.997706269218346","1300"
"1288",13,"Spacing Model","exp3","I T-shaped","DurProb7","0.999836142090788","1300"
"1289",14,"Spacing Model","exp3","I T-shaped","DurProb7","0.980710625188461","1300"
"1290",15,"Spacing Model","exp3","I T-shaped","DurProb7","0.997785594175866","1300"
"1291",1,"Spacing Model","exp3","U-shaped","DurProb8","0.999862226052639","1450"
"1292",2,"Spacing Model","exp3","U-shaped","DurProb8","0.995958380315936","1450"
"1293",3,"Spacing Model","exp3","U-shaped","DurProb8","0.998022375057531","1450"
"1294",4,"Spacing Model","exp3","U-shaped","DurProb8","0.996735686803223","1450"
"1295",5,"Spacing Model","exp3","U-shaped","DurProb8","0.977262423962227","1450"
"1296",6,"Spacing Model","exp3","U-shaped","DurProb8","0.99984746756108","1450"
"1297",7,"Spacing Model","exp3","U-shaped","DurProb8","0.98328933092229","1450"
"1298",8,"Spacing Model","exp3","U-shaped","DurProb8","0.999150018093903","1450"
"1299",9,"Spacing Model","exp3","U-shaped","DurProb8","0.999341613216755","1450"
"1300",10,"Spacing Model","exp3","U-shaped","DurProb8","0.99691013423501","1450"
"1301",11,"Spacing Model","exp3","U-shaped","DurProb8","0.992168239176317","1450"
"1302",12,"Spacing Model","exp3","U-shaped","DurProb8","0.999507287738721","1450"
"1303",13,"Spacing Model","exp3","U-shaped","DurProb8","0.999981872185268","1450"
"1304",14,"Spacing Model","exp3","U-shaped","DurProb8","0.992892365966087","1450"
"1305",15,"Spacing Model","exp3","U-shaped","DurProb8","0.999741686197091","1450"
"1306",1,"Spacing Model","exp3","I T-shaped","DurProb8","0.999862226052639","1450"
"1307",2,"Spacing Model","exp3","I T-shaped","DurProb8","0.995958380315936","1450"
"1308",3,"Spacing Model","exp3","I T-shaped","DurProb8","0.998022375057531","1450"
"1309",4,"Spacing Model","exp3","I T-shaped","DurProb8","0.996735686803223","1450"
"1310",5,"Spacing Model","exp3","I T-shaped","DurProb8","0.977262423962227","1450"
"1311",6,"Spacing Model","exp3","I T-shaped","DurProb8","0.99984746756108","1450"
"1312",7,"Spacing Model","exp3","I T-shaped","DurProb8","0.98328933092229","1450"
"1313",8,"Spacing Model","exp3","I T-shaped","DurProb8","0.999150018093903","1450"
"1314",9,"Spacing Model","exp3","I T-shaped","DurProb8","0.999341613216755","1450"
"1315",10,"Spacing Model","exp3","I T-shaped","DurProb8","0.99691013423501","1450"
"1316",11,"Spacing Model","exp3","I T-shaped","DurProb8","0.992168239176317","1450"
"1317",12,"Spacing Model","exp3","I T-shaped","DurProb8","0.999507287738721","1450"
"1318",13,"Spacing Model","exp3","I T-shaped","DurProb8","0.999981872185268","1450"
"1319",14,"Spacing Model","exp3","I T-shaped","DurProb8","0.992892365966087","1450"
"1320",15,"Spacing Model","exp3","I T-shaped","DurProb8","0.999741686197091","1450"
"1321",1,"Ensemble Mean","exp1","PS","DurProb1","0.00347059434357656","400"
"1322",2,"Ensemble Mean","exp1","PS","DurProb1","0.00681561700806191","400"
"1323",3,"Ensemble Mean","exp1","PS","DurProb1","0.0839581346462347","400"
"1324",4,"Ensemble Mean","exp1","PS","DurProb1","0.0608838587376917","400"
"1325",5,"Ensemble Mean","exp1","PS","DurProb1","0.128721202625396","400"
"1326",6,"Ensemble Mean","exp1","PS","DurProb1","0.0357000986582088","400"
"1327",7,"Ensemble Mean","exp1","PS","DurProb1","0.0208026015864549","400"
"1328",8,"Ensemble Mean","exp1","PS","DurProb1","0.0156016041378866","400"
"1329",9,"Ensemble Mean","exp1","PS","DurProb1","0.0174926025552113","400"
"1330",10,"Ensemble Mean","exp1","PS","DurProb1","0.0171677999109717","400"
"1331",11,"Ensemble Mean","exp1","PS","DurProb1","0.127582460718625","400"
"1332",12,"Ensemble Mean","exp1","PS","DurProb1","0.0108005723972822","400"
"1333",13,"Ensemble Mean","exp1","PS","DurProb1","0.00208446235667616","400"
"1334",14,"Ensemble Mean","exp1","PS","DurProb1","0.0373581876365368","400"
"1335",15,"Ensemble Mean","exp1","PS","DurProb1","0.00117975243521668","400"
"1336",1,"Ensemble Mean","exp1","NS","DurProb1","0.00160380028072376","400"
"1337",2,"Ensemble Mean","exp1","NS","DurProb1","0.00337030547036244","400"
"1338",3,"Ensemble Mean","exp1","NS","DurProb1","0.0508756538693857","400"
"1339",4,"Ensemble Mean","exp1","NS","DurProb1","0.0277882062371955","400"
"1340",5,"Ensemble Mean","exp1","NS","DurProb1","0.0728560298997823","400"
"1341",6,"Ensemble Mean","exp1","NS","DurProb1","0.0203155713326578","400"
"1342",7,"Ensemble Mean","exp1","NS","DurProb1","0.0102928733149938","400"
"1343",8,"Ensemble Mean","exp1","NS","DurProb1","0.00727053052177467","400"
"1344",9,"Ensemble Mean","exp1","NS","DurProb1","0.00780671470001652","400"
"1345",10,"Ensemble Mean","exp1","NS","DurProb1","0.00667576613396659","400"
"1346",11,"Ensemble Mean","exp1","NS","DurProb1","0.0572223146151042","400"
"1347",12,"Ensemble Mean","exp1","NS","DurProb1","0.00326878130281155","400"
"1348",13,"Ensemble Mean","exp1","NS","DurProb1","0.000714840244976465","400"
"1349",14,"Ensemble Mean","exp1","NS","DurProb1","0.0168874428473933","400"
"1350",15,"Ensemble Mean","exp1","NS","DurProb1","0.000408876920226951","400"
"1351",1,"Ensemble Mean","exp1","PS","DurProb2","0.00937866573115848","504"
"1352",2,"Ensemble Mean","exp1","PS","DurProb2","0.0168381692609346","504"
"1353",3,"Ensemble Mean","exp1","PS","DurProb2","0.15492221410091","504"
"1354",4,"Ensemble Mean","exp1","PS","DurProb2","0.157421787531755","504"
"1355",5,"Ensemble Mean","exp1","PS","DurProb2","0.250409184211481","504"
"1356",6,"Ensemble Mean","exp1","PS","DurProb2","0.0726145966795528","504"
"1357",7,"Ensemble Mean","exp1","PS","DurProb2","0.0507616983969841","504"
"1358",8,"Ensemble Mean","exp1","PS","DurProb2","0.0412100778180654","504"
"1359",9,"Ensemble Mean","exp1","PS","DurProb2","0.0486615201215157","504"
"1360",10,"Ensemble Mean","exp1","PS","DurProb2","0.0566269694447963","504"
"1361",11,"Ensemble Mean","exp1","PS","DurProb2","0.313022687991374","504"
"1362",12,"Ensemble Mean","exp1","PS","DurProb2","0.0491310288055126","504"
"1363",13,"Ensemble Mean","exp1","PS","DurProb2","0.00827432375715696","504"
"1364",14,"Ensemble Mean","exp1","PS","DurProb2","0.100126243406069","504"
"1365",15,"Ensemble Mean","exp1","PS","DurProb2","0.0046287608756952","504"
"1366",1,"Ensemble Mean","exp1","NS","DurProb2","0.0198613948798224","730"
"1367",2,"Ensemble Mean","exp1","NS","DurProb2","0.0332079482453049","730"
"1368",3,"Ensemble Mean","exp1","NS","DurProb2","0.237036417270633","730"
"1369",4,"Ensemble Mean","exp1","NS","DurProb2","0.294809385057571","730"
"1370",5,"Ensemble Mean","exp1","NS","DurProb2","0.383292068076483","730"
"1371",6,"Ensemble Mean","exp1","NS","DurProb2","0.121614591476756","730"
"1372",7,"Ensemble Mean","exp1","NS","DurProb2","0.0974336553558081","730"
"1373",8,"Ensemble Mean","exp1","NS","DurProb2","0.0841055049079499","730"
"1374",9,"Ensemble Mean","exp1","NS","DurProb2","0.102483459950331","730"
"1375",10,"Ensemble Mean","exp1","NS","DurProb2","0.133118965425992","730"
"1376",11,"Ensemble Mean","exp1","NS","DurProb2","0.519680115800199","730"
"1377",12,"Ensemble Mean","exp1","NS","DurProb2","0.144293252853788","730"
"1378",13,"Ensemble Mean","exp1","NS","DurProb2","0.0233736454075279","730"
"1379",14,"Ensemble Mean","exp1","NS","DurProb2","0.198718171086558","730"
"1380",15,"Ensemble Mean","exp1","NS","DurProb2","0.0130219873102496","730"
"1381",1,"Ensemble Mean","exp1","PS","DurProb3","0.0325908311181721","636"
"1382",2,"Ensemble Mean","exp1","PS","DurProb3","0.0518420442285833","636"
"1383",3,"Ensemble Mean","exp1","PS","DurProb3","0.306480292619481","636"
"1384",4,"Ensemble Mean","exp1","PS","DurProb3","0.417233248804543","636"
"1385",5,"Ensemble Mean","exp1","PS","DurProb3","0.48478254747548","636"
"1386",6,"Ensemble Mean","exp1","PS","DurProb3","0.168472543876913","636"
"1387",7,"Ensemble Mean","exp1","PS","DurProb3","0.147186129124288","636"
"1388",8,"Ensemble Mean","exp1","PS","DurProb3","0.132306367174614","636"
"1389",9,"Ensemble Mean","exp1","PS","DurProb3","0.163351375832493","636"
"1390",10,"Ensemble Mean","exp1","PS","DurProb3","0.223357869918063","636"
"1391",11,"Ensemble Mean","exp1","PS","DurProb3","0.658457832115378","636"
"1392",12,"Ensemble Mean","exp1","PS","DurProb3","0.270916267351214","636"
"1393",13,"Ensemble Mean","exp1","PS","DurProb3","0.0461516571427634","636"
"1394",14,"Ensemble Mean","exp1","PS","DurProb3","0.297562222054213","636"
"1395",15,"Ensemble Mean","exp1","PS","DurProb3","0.0257955968681443","636"
"1396",1,"Ensemble Mean","exp1","NS","DurProb3","0.131656353086688","992"
"1397",2,"Ensemble Mean","exp1","NS","DurProb3","0.177891526811454","992"
"1398",3,"Ensemble Mean","exp1","NS","DurProb3","0.556280754468451","992"
"1399",4,"Ensemble Mean","exp1","NS","DurProb3","0.778657427718842","992"
"1400",5,"Ensemble Mean","exp1","NS","DurProb3","0.762473486666943","992"
"1401",6,"Ensemble Mean","exp1","NS","DurProb3","0.38465322150376","992"
"1402",7,"Ensemble Mean","exp1","NS","DurProb3","0.408941666689169","992"
"1403",8,"Ensemble Mean","exp1","NS","DurProb3","0.406099064340273","992"
"1404",9,"Ensemble Mean","exp1","NS","DurProb3","0.48846719366658","992"
"1405",10,"Ensemble Mean","exp1","NS","DurProb3","0.648057136038158","992"
"1406",11,"Ensemble Mean","exp1","NS","DurProb3","0.914183565462466","992"
"1407",12,"Ensemble Mean","exp1","NS","DurProb3","0.793807108585566","992"
"1408",13,"Ensemble Mean","exp1","NS","DurProb3","0.27977537096642","992"
"1409",14,"Ensemble Mean","exp1","NS","DurProb3","0.673785488147006","992"
"1410",15,"Ensemble Mean","exp1","NS","DurProb3","0.172199574713279","992"
"1411",1,"Ensemble Mean","exp1","PS","DurProb4","0.140206476635135","800"
"1412",2,"Ensemble Mean","exp1","PS","DurProb4","0.187840076305729","800"
"1413",3,"Ensemble Mean","exp1","PS","DurProb4","0.568701976297339","800"
"1414",4,"Ensemble Mean","exp1","PS","DurProb4","0.791654338294814","800"
"1415",5,"Ensemble Mean","exp1","PS","DurProb4","0.773064131552206","800"
"1416",6,"Ensemble Mean","exp1","PS","DurProb4","0.397640957649938","800"
"1417",7,"Ensemble Mean","exp1","PS","DurProb4","0.425282090416044","800"
"1418",8,"Ensemble Mean","exp1","PS","DurProb4","0.423731638046109","800"
"1419",9,"Ensemble Mean","exp1","PS","DurProb4","0.507675073813447","800"
"1420",10,"Ensemble Mean","exp1","PS","DurProb4","0.668274495863446","800"
"1421",11,"Ensemble Mean","exp1","PS","DurProb4","0.920456836904198","800"
"1422",12,"Ensemble Mean","exp1","PS","DurProb4","0.811717414826421","800"
"1423",13,"Ensemble Mean","exp1","PS","DurProb4","0.300537221682464","800"
"1424",14,"Ensemble Mean","exp1","PS","DurProb4","0.690412838690967","800"
"1425",15,"Ensemble Mean","exp1","PS","DurProb4","0.186891986879323","800"
"1426",1,"Ensemble Mean","exp1","NS","DurProb4","0.428331056794393","1200"
"1427",2,"Ensemble Mean","exp1","NS","DurProb4","0.482621647836759","1200"
"1428",3,"Ensemble Mean","exp1","NS","DurProb4","0.791439390862848","1200"
"1429",4,"Ensemble Mean","exp1","NS","DurProb4","0.950209153025231","1200"
"1430",5,"Ensemble Mean","exp1","NS","DurProb4","0.921995303559845","1200"
"1431",6,"Ensemble Mean","exp1","NS","DurProb4","0.674115537891116","1200"
"1432",7,"Ensemble Mean","exp1","NS","DurProb4","0.75147519737688","1200"
"1433",8,"Ensemble Mean","exp1","NS","DurProb4","0.770969698978845","1200"
"1434",9,"Ensemble Mean","exp1","NS","DurProb4","0.837524521476792","1200"
"1435",10,"Ensemble Mean","exp1","NS","DurProb4","0.929738174214265","1200"
"1436",11,"Ensemble Mean","exp1","NS","DurProb4","0.984954282710663","1200"
"1437",12,"Ensemble Mean","exp1","NS","DurProb4","0.978781026430719","1200"
"1438",13,"Ensemble Mean","exp1","NS","DurProb4","0.780218417257924","1200"
"1439",14,"Ensemble Mean","exp1","NS","DurProb4","0.91744723450547","1200"
"1440",15,"Ensemble Mean","exp1","NS","DurProb4","0.650071241945812","1200"
"1441",1,"Ensemble Mean","exp1","PS","DurProb5","0.546500182575092","1008"
"1442",2,"Ensemble Mean","exp1","PS","DurProb5","0.590260468217718","1008"
"1443",3,"Ensemble Mean","exp1","PS","DurProb5","0.840644824611178","1008"
"1444",4,"Ensemble Mean","exp1","PS","DurProb5","0.969284565538751","1008"
"1445",5,"Ensemble Mean","exp1","PS","DurProb5","0.945702947327466","1008"
"1446",6,"Ensemble Mean","exp1","PS","DurProb5","0.747021042120319","1008"
"1447",7,"Ensemble Mean","exp1","PS","DurProb5","0.82421187830234","1008"
"1448",8,"Ensemble Mean","exp1","PS","DurProb5","0.843942844729022","1008"
"1449",9,"Ensemble Mean","exp1","PS","DurProb5","0.89486236345027","1008"
"1450",10,"Ensemble Mean","exp1","PS","DurProb5","0.959660331503645","1008"
"1451",11,"Ensemble Mean","exp1","PS","DurProb5","0.991176986032027","1008"
"1452",12,"Ensemble Mean","exp1","PS","DurProb5","0.989748542240868","1008"
"1453",13,"Ensemble Mean","exp1","PS","DurProb5","0.87269448664434","1008"
"1454",14,"Ensemble Mean","exp1","PS","DurProb5","0.948273038325843","1008"
"1455",15,"Ensemble Mean","exp1","PS","DurProb5","0.780837598145911","1008"
"1456",1,"Ensemble Mean","exp1","NS","DurProb5","0.72838552352223","1366"
"1457",2,"Ensemble Mean","exp1","NS","DurProb5","0.749617669994128","1366"
"1458",3,"Ensemble Mean","exp1","NS","DurProb5","0.901812502543098","1366"
"1459",4,"Ensemble Mean","exp1","NS","DurProb5","0.986591829312311","1366"
"1460",5,"Ensemble Mean","exp1","NS","DurProb5","0.970972387116611","1366"
"1461",6,"Ensemble Mean","exp1","NS","DurProb5","0.843158492799471","1366"
"1462",7,"Ensemble Mean","exp1","NS","DurProb5","0.907503744250981","1366"
"1463",8,"Ensemble Mean","exp1","NS","DurProb5","0.923144424168344","1366"
"1464",9,"Ensemble Mean","exp1","NS","DurProb5","0.951916183131228","1366"
"1465",10,"Ensemble Mean","exp1","NS","DurProb5","0.984580963411103","1366"
"1466",11,"Ensemble Mean","exp1","NS","DurProb5","0.99642623316496","1366"
"1467",12,"Ensemble Mean","exp1","NS","DurProb5","0.997021473157476","1366"
"1468",13,"Ensemble Mean","exp1","NS","DurProb5","0.954029619511563","1366"
"1469",14,"Ensemble Mean","exp1","NS","DurProb5","0.977048698866731","1366"
"1470",15,"Ensemble Mean","exp1","NS","DurProb5","0.914253932302253","1366"
"1471",1,"Ensemble Mean","exp1","PS","DurProb6","0.937374861928912","1270"
"1472",2,"Ensemble Mean","exp1","PS","DurProb6","0.935176429148926","1270"
"1473",3,"Ensemble Mean","exp1","PS","DurProb6","0.967998906431168","1270"
"1474",4,"Ensemble Mean","exp1","PS","DurProb6","0.997802490646261","1270"
"1475",5,"Ensemble Mean","exp1","PS","DurProb6","0.992702169809082","1270"
"1476",6,"Ensemble Mean","exp1","PS","DurProb6","0.951191262368327","1270"
