"","NSub","model","exp","cond","DurID","Prob","Dur"
"1610",5,"model3","exp2","AF","DurProb3","0.0311911227930589","800"
"1611",6,"model3","exp2","AF","DurProb3","0.00241408369482343","800"
"1612",7,"model3","exp2","AF","DurProb3","0.0407167560566676","800"
"1613",8,"model3","exp2","AF","DurProb3","0.174369193514576","800"
"1614",9,"model3","exp2","AF","DurProb3","0.11558402311136","800"
"1615",10,"model3","exp2","AF","DurProb3","0.526638246113418","800"
"1616",11,"model3","exp2","AF","DurProb3","0.0690735193801039","800"
"1617",12,"model3","exp2","AF","DurProb3","0.00940266917653006","800"
"1618",13,"model3","exp2","AF","DurProb3","0.026315719109252","800"
"1619",14,"model3","exp2","AF","DurProb3","0.135305038816054","800"
"1620",15,"model3","exp2","AF","DurProb3","0.0136441021241603","800"
"1621",1,"model3","exp2","DF","DurProb4","0.961482552981908","1000"
"1622",2,"model3","exp2","DF","DurProb4","0.953644407140141","1000"
"1623",3,"model3","exp2","DF","DurProb4","0.935958977687421","1000"
"1624",4,"model3","exp2","DF","DurProb4","0.954498558654458","1000"
"1625",5,"model3","exp2","DF","DurProb4","0.852391077705893","1000"
"1626",6,"model3","exp2","DF","DurProb4","0.505472502130666","1000"
"1627",7,"model3","exp2","DF","DurProb4","0.933516705957722","1000"
"1628",8,"model3","exp2","DF","DurProb4","0.949164350770788","1000"
"1629",9,"model3","exp2","DF","DurProb4","0.9655045259535","1000"
"1630",10,"model3","exp2","DF","DurProb4","0.77273189825851","1000"
"1631",11,"model3","exp2","DF","DurProb4","0.901997008867056","1000"
"1632",12,"model3","exp2","DF","DurProb4","0.95185632554853","1000"
"1633",13,"model3","exp2","DF","DurProb4","0.878828381220244","1000"
"1634",14,"model3","exp2","DF","DurProb4","0.97217058771619","1000"
"1635",15,"model3","exp2","DF","DurProb4","0.895401280188694","1000"
"1636",1,"model3","exp2","AF","DurProb4","0.508135196764762","1000"
"1637",2,"model3","exp2","AF","DurProb4","0.67338902146621","1000"
"1638",3,"model3","exp2","AF","DurProb4","0.553477725019688","1000"
"1639",4,"model3","exp2","AF","DurProb4","0.217126501484812","1000"
"1640",5,"model3","exp2","AF","DurProb4","0.229365088814328","1000"
"1641",6,"model3","exp2","AF","DurProb4","0.0312824917040285","1000"
"1642",7,"model3","exp2","AF","DurProb4","0.337788275636108","1000"
"1643",8,"model3","exp2","AF","DurProb4","0.590459643391246","1000"
"1644",9,"model3","exp2","AF","DurProb4","0.565891284329914","1000"
"1645",10,"model3","exp2","AF","DurProb4","0.642316257045632","1000"
"1646",11,"model3","exp2","AF","DurProb4","0.369344956648556","1000"
"1647",12,"model3","exp2","AF","DurProb4","0.200628750573114","1000"
"1648",13,"model3","exp2","AF","DurProb4","0.228955288948937","1000"
"1649",14,"model3","exp2","AF","DurProb4","0.613723362639929","1000"
"1650",15,"model3","exp2","AF","DurProb4","0.178591892871981","1000"
"1651",1,"model3","exp2","DF","DurProb5","0.986332493192288","1200"
"1652",2,"model3","exp2","DF","DurProb5","0.977919822252951","1200"
"1653",3,"model3","exp2","DF","DurProb5","0.970815149478491","1200"
"1654",4,"model3","exp2","DF","DurProb5","0.988853491072682","1200"
"1655",5,"model3","exp2","DF","DurProb5","0.939456458584248","1200"
"1656",6,"model3","exp2","DF","DurProb5","0.763775751334118","1200"
"1657",7,"model3","exp2","DF","DurProb5","0.976956676317972","1200"
"1658",8,"model3","exp2","DF","DurProb5","0.977701613184744","1200"
"1659",9,"model3","exp2","DF","DurProb5","0.987308639647133","1200"
"1660",10,"model3","exp2","DF","DurProb5","0.807926321490752","1200"
"1661",11,"model3","exp2","DF","DurProb5","0.958426380474115","1200"
"1662",12,"model3","exp2","DF","DurProb5","0.988338766550194","1200"
"1663",13,"model3","exp2","DF","DurProb5","0.954634741547843","1200"
"1664",14,"model3","exp2","DF","DurProb5","0.989885176671122","1200"
"1665",15,"model3","exp2","DF","DurProb5","0.966801649030307","1200"
"1666",1,"model3","exp2","AF","DurProb5","0.835477267208046","1200"
"1667",2,"model3","exp2","AF","DurProb5","0.866891721673503","1200"
"1668",3,"model3","exp2","AF","DurProb5","0.809750531058304","1200"
"1669",4,"model3","exp2","AF","DurProb5","0.706920761875404","1200"
"1670",5,"model3","exp2","AF","DurProb5","0.567286758341078","1200"
"1671",6,"model3","exp2","AF","DurProb5","0.153746763390551","1200"
"1672",7,"model3","exp2","AF","DurProb5","0.727984570518472","1200"
"1673",8,"model3","exp2","AF","DurProb5","0.838407289500813","1200"
"1674",9,"model3","exp2","AF","DurProb5","0.857961956131567","1200"
"1675",10,"model3","exp2","AF","DurProb5","0.711897307902233","1200"
"1676",11,"model3","exp2","AF","DurProb5","0.698947846632408","1200"
"1677",12,"model3","exp2","AF","DurProb5","0.690172853251345","1200"
"1678",13,"model3","exp2","AF","DurProb5","0.594736521641594","1200"
"1679",14,"model3","exp2","AF","DurProb5","0.881656818094759","1200"
"1680",15,"model3","exp2","AF","DurProb5","0.577034620038439","1200"
"1681",1,"model3","exp2","DF","DurProb6","0.993550376975882","1400"
"1682",2,"model3","exp2","DF","DurProb6","0.987111666258274","1400"
"1683",3,"model3","exp2","DF","DurProb6","0.98356777839315","1400"
"1684",4,"model3","exp2","DF","DurProb6","0.99599182853012","1400"
"1685",5,"model3","exp2","DF","DurProb6","0.969170879991098","1400"
"1686",6,"model3","exp2","DF","DurProb6","0.880383347685164","1400"
"1687",7,"model3","exp2","DF","DurProb6","0.989401559571794","1400"
"1688",8,"model3","exp2","DF","DurProb6","0.987756974361481","1400"
"1689",9,"model3","exp2","DF","DurProb6","0.993844480762963","1400"
"1690",10,"model3","exp2","DF","DurProb6","0.830416890682489","1400"
"1691",11,"model3","exp2","DF","DurProb6","0.97798335476406","1400"
"1692",12,"model3","exp2","DF","DurProb6","0.995845585521308","1400"
"1693",13,"model3","exp2","DF","DurProb6","0.978277391774487","1400"
"1694",14,"model3","exp2","DF","DurProb6","0.995128198309688","1400"
"1695",15,"model3","exp2","DF","DurProb6","0.985881228142754","1400"
"1696",1,"model3","exp2","AF","DurProb6","0.940609322892436","1400"
"1697",2,"model3","exp2","AF","DurProb6","0.93674998065005","1400"
"1698",3,"model3","exp2","AF","DurProb6","0.911296918678695","1400"
"1699",4,"model3","exp2","AF","DurProb6","0.91874764523812","1400"
"1700",5,"model3","exp2","AF","DurProb6","0.790816405989442","1400"
"1701",6,"model3","exp2","AF","DurProb6","0.384225137103151","1400"
"1702",7,"model3","exp2","AF","DurProb6","0.89737680312718","1400"
"1703",8,"model3","exp2","AF","DurProb6","0.928316362213235","1400"
"1704",9,"model3","exp2","AF","DurProb6","0.947535140508841","1400"
"1705",10,"model3","exp2","AF","DurProb6","0.756319512228717","1400"
"1706",11,"model3","exp2","AF","DurProb6","0.861295637915766","1400"
"1707",12,"model3","exp2","AF","DurProb6","0.913759322916661","1400"
"1708",13,"model3","exp2","AF","DurProb6","0.821254093655778","1400"
"1709",14,"model3","exp2","AF","DurProb6","0.957382798846705","1400"
"1710",15,"model3","exp2","AF","DurProb6","0.83512835488363","1400"
"1711",1,"model3","exp2","DF","DurProb7","0.996337650044692","1600"
"1712",2,"model3","exp2","DF","DurProb7","0.991416096348573","1600"
"1713",3,"model3","exp2","DF","DurProb7","0.989361017821037","1600"
"1714",4,"model3","exp2","DF","DurProb7","0.998144774288796","1600"
"1715",5,"model3","exp2","DF","DurProb7","0.981612276760582","1600"
"1716",6,"model3","exp2","DF","DurProb7","0.931693240947392","1600"
"1717",7,"model3","exp2","DF","DurProb7","0.994108810897311","1600"
"1718",8,"model3","exp2","DF","DurProb7","0.992215631714971","1600"
"1719",9,"model3","exp2","DF","DurProb7","0.996430875419963","1600"
"1720",10,"model3","exp2","DF","DurProb7","0.845871319083916","1600"
"1721",11,"model3","exp2","DF","DurProb7","0.986421473270746","1600"
"1722",12,"model3","exp2","DF","DurProb7","0.998090818347406","1600"
"1723",13,"model3","exp2","DF","DurProb7","0.987606140091187","1600"
"1724",14,"model3","exp2","DF","DurProb7","0.997188644865826","1600"
"1725",15,"model3","exp2","DF","DurProb7","0.992622632947025","1600"
"1726",1,"model3","exp2","AF","DurProb7","0.973800542409077","1600"
"1727",2,"model3","exp2","AF","DurProb7","0.964821172160999","1600"
"1728",3,"model3","exp2","AF","DurProb7","0.952141378150885","1600"
"1729",4,"model3","exp2","AF","DurProb7","0.972990450233176","1600"
"1730",5,"model3","exp2","AF","DurProb7","0.893228503167869","1600"
"1731",6,"model3","exp2","AF","DurProb7","0.61152845225568","1600"
"1732",7,"model3","exp2","AF","DurProb7","0.955058241755329","1600"
"1733",8,"model3","exp2","AF","DurProb7","0.962569625855904","1600"
"1734",9,"model3","exp2","AF","DurProb7","0.976227405264081","1600"
"1735",10,"model3","exp2","AF","DurProb7","0.786439904773277","1600"
"1736",11,"model3","exp2","AF","DurProb7","0.928504674953949","1600"
"1737",12,"model3","exp2","AF","DurProb7","0.971530755224747","1600"
"1738",13,"model3","exp2","AF","DurProb7","0.915353915441346","1600"
"1739",14,"model3","exp2","AF","DurProb7","0.98091800685661","1600"
"1740",15,"model3","exp2","AF","DurProb7","0.931264199819659","1600"
"1741",1,"model3","exp3","U-shaped","DurProb1","3.01754455366093e-10","400"
"1742",2,"model3","exp3","U-shaped","DurProb1","0.000972703560181609","400"
"1743",3,"model3","exp3","U-shaped","DurProb1","5.0623938999898e-06","400"
"1744",4,"model3","exp3","U-shaped","DurProb1","1.12023435423916e-06","400"
"1745",5,"model3","exp3","U-shaped","DurProb1","0.000140450905993626","400"
"1746",6,"model3","exp3","U-shaped","DurProb1","1.30151708918759e-07","400"
"1747",7,"model3","exp3","U-shaped","DurProb1","3.99054967670339e-07","400"
"1748",8,"model3","exp3","U-shaped","DurProb1","3.52507245388526e-07","400"
"1749",9,"model3","exp3","U-shaped","DurProb1","0.000498038471882945","400"
"1750",10,"model3","exp3","U-shaped","DurProb1","1.44345000949288e-06","400"
"1751",11,"model3","exp3","U-shaped","DurProb1","0.0154099662815805","400"
"1752",12,"model3","exp3","U-shaped","DurProb1","0.0100288876846374","400"
"1753",13,"model3","exp3","U-shaped","DurProb1","4.09861007807156e-05","400"
"1754",14,"model3","exp3","U-shaped","DurProb1","0.0613837693607038","400"
"1755",15,"model3","exp3","U-shaped","DurProb1","9.75918946114976e-08","400"
"1756",1,"model3","exp3","I T-shaped","DurProb1","3.01754455366093e-10","400"
"1757",2,"model3","exp3","I T-shaped","DurProb1","0.000972703560181609","400"
"1758",3,"model3","exp3","I T-shaped","DurProb1","5.0623938999898e-06","400"
"1759",4,"model3","exp3","I T-shaped","DurProb1","1.12023435423916e-06","400"
"1760",5,"model3","exp3","I T-shaped","DurProb1","0.000140450905993626","400"
"1761",6,"model3","exp3","I T-shaped","DurProb1","1.30151708918759e-07","400"
"1762",7,"model3","exp3","I T-shaped","DurProb1","3.99054967670339e-07","400"
"1763",8,"model3","exp3","I T-shaped","DurProb1","3.52507245388526e-07","400"
"1764",9,"model3","exp3","I T-shaped","DurProb1","0.000498038471882945","400"
"1765",10,"model3","exp3","I T-shaped","DurProb1","1.44345000949288e-06","400"
"1766",11,"model3","exp3","I T-shaped","DurProb1","0.0154099662815805","400"
"1767",12,"model3","exp3","I T-shaped","DurProb1","0.0100288876846374","400"
"1768",13,"model3","exp3","I T-shaped","DurProb1","4.09861007807156e-05","400"
"1769",14,"model3","exp3","I T-shaped","DurProb1","0.0613837693607038","400"
"1770",15,"model3","exp3","I T-shaped","DurProb1","9.75918946114976e-08","400"
"1771",1,"model3","exp3","U-shaped","DurProb2","1.17793385505113e-05","550"
"1772",2,"model3","exp3","U-shaped","DurProb2","0.040342985838586","550"
"1773",3,"model3","exp3","U-shaped","DurProb2","0.00265186110787377","550"
"1774",4,"model3","exp3","U-shaped","DurProb2","0.000860254288190147","550"
"1775",5,"model3","exp3","U-shaped","DurProb2","0.00974476502717572","550"
"1776",6,"model3","exp3","U-shaped","DurProb2","0.000466008353535727","550"
"1777",7,"model3","exp3","U-shaped","DurProb2","0.000288763412498549","550"
"1778",8,"model3","exp3","U-shaped","DurProb2","0.000535000837289415","550"
"1779",9,"model3","exp3","U-shaped","DurProb2","0.0361482346847997","550"
"1780",10,"model3","exp3","U-shaped","DurProb2","0.00114012601048499","550"
"1781",11,"model3","exp3","U-shaped","DurProb2","0.165317178803601","550"
"1782",12,"model3","exp3","U-shaped","DurProb2","0.219826898373975","550"
"1783",13,"model3","exp3","U-shaped","DurProb2","0.0229531371795131","550"
"1784",14,"model3","exp3","U-shaped","DurProb2","0.344300941419556","550"
"1785",15,"model3","exp3","U-shaped","DurProb2","0.000338101854441992","550"
"1786",1,"model3","exp3","I T-shaped","DurProb2","1.17793385505113e-05","550"
"1787",2,"model3","exp3","I T-shaped","DurProb2","0.040342985838586","550"
"1788",3,"model3","exp3","I T-shaped","DurProb2","0.00265186110787377","550"
"1789",4,"model3","exp3","I T-shaped","DurProb2","0.000860254288190147","550"
"1790",5,"model3","exp3","I T-shaped","DurProb2","0.00974476502717572","550"
"1791",6,"model3","exp3","I T-shaped","DurProb2","0.000466008353535727","550"
"1792",7,"model3","exp3","I T-shaped","DurProb2","0.000288763412498549","550"
"1793",8,"model3","exp3","I T-shaped","DurProb2","0.000535000837289415","550"
"1794",9,"model3","exp3","I T-shaped","DurProb2","0.0361482346847997","550"
"1795",10,"model3","exp3","I T-shaped","DurProb2","0.00114012601048499","550"
"1796",11,"model3","exp3","I T-shaped","DurProb2","0.165317178803601","550"
"1797",12,"model3","exp3","I T-shaped","DurProb2","0.219826898373975","550"
"1798",13,"model3","exp3","I T-shaped","DurProb2","0.0229531371795131","550"
"1799",14,"model3","exp3","I T-shaped","DurProb2","0.344300941419556","550"
"1800",15,"model3","exp3","I T-shaped","DurProb2","0.000338101854441992","550"
"1801",1,"model3","exp3","U-shaped","DurProb3","0.00492809371800267","700"
"1802",2,"model3","exp3","U-shaped","DurProb3","0.265503224934124","700"
"1803",3,"model3","exp3","U-shaped","DurProb3","0.0870254014266446","700"
"1804",4,"model3","exp3","U-shaped","DurProb3","0.0369501167342314","700"
"1805",5,"model3","exp3","U-shaped","DurProb3","0.100374286733166","700"
"1806",6,"model3","exp3","U-shaped","DurProb3","0.0476782727583167","700"
"1807",7,"model3","exp3","U-shaped","DurProb3","0.0122850293424406","700"
"1808",8,"model3","exp3","U-shaped","DurProb3","0.0340029198452871","700"
"1809",9,"model3","exp3","U-shaped","DurProb3","0.307006463336848","700"
"1810",10,"model3","exp3","U-shaped","DurProb3","0.0491567809962307","700"
"1811",11,"model3","exp3","U-shaped","DurProb3","0.45787860265726","700"
"1812",12,"model3","exp3","U-shaped","DurProb3","0.65331160443467","700"
"1813",13,"model3","exp3","U-shaped","DurProb3","0.469575716339742","700"
"1814",14,"model3","exp3","U-shaped","DurProb3","0.633240270679534","700"
"1815",15,"model3","exp3","U-shaped","DurProb3","0.0344126230166481","700"
"1816",1,"model3","exp3","I T-shaped","DurProb3","0.00492809371800267","700"
"1817",2,"model3","exp3","I T-shaped","DurProb3","0.265503224934124","700"
"1818",3,"model3","exp3","I T-shaped","DurProb3","0.0870254014266446","700"
"1819",4,"model3","exp3","I T-shaped","DurProb3","0.0369501167342314","700"
"1820",5,"model3","exp3","I T-shaped","DurProb3","0.100374286733166","700"
"1821",6,"model3","exp3","I T-shaped","DurProb3","0.0476782727583167","700"
"1822",7,"model3","exp3","I T-shaped","DurProb3","0.0122850293424406","700"
"1823",8,"model3","exp3","I T-shaped","DurProb3","0.0340029198452871","700"
"1824",9,"model3","exp3","I T-shaped","DurProb3","0.307006463336848","700"
"1825",10,"model3","exp3","I T-shaped","DurProb3","0.0491567809962307","700"
"1826",11,"model3","exp3","I T-shaped","DurProb3","0.45787860265726","700"
"1827",12,"model3","exp3","I T-shaped","DurProb3","0.65331160443467","700"
"1828",13,"model3","exp3","I T-shaped","DurProb3","0.469575716339742","700"
"1829",14,"model3","exp3","I T-shaped","DurProb3","0.633240270679534","700"
"1830",15,"model3","exp3","I T-shaped","DurProb3","0.0344126230166481","700"
"1831",1,"model3","exp3","U-shaped","DurProb4","0.198007648872036","850"
"1832",2,"model3","exp3","U-shaped","DurProb4","0.592582828014277","850"
"1833",3,"model3","exp3","U-shaped","DurProb4","0.491383144949779","850"
"1834",4,"model3","exp3","U-shaped","DurProb4","0.309228599177363","850"
"1835",5,"model3","exp3","U-shaped","DurProb4","0.34934705489127","850"
"1836",6,"model3","exp3","U-shaped","DurProb4","0.507871262142372","850"
"1837",7,"model3","exp3","U-shaped","DurProb4","0.12429315893489","850"
"1838",8,"model3","exp3","U-shaped","DurProb4","0.345669172294635","850"
"1839",9,"model3","exp3","U-shaped","DurProb4","0.686442195389623","850"
"1840",10,"model3","exp3","U-shaped","DurProb4","0.378714605107388","850"
"1841",11,"model3","exp3","U-shaped","DurProb4","0.683422145779272","850"
"1842",12,"model3","exp3","U-shaped","DurProb4","0.865673660973392","850"
"1843",13,"model3","exp3","U-shaped","DurProb4","0.90260227322855","850"
"1844",14,"model3","exp3","U-shaped","DurProb4","0.788574757091472","850"
"1845",15,"model3","exp3","U-shaped","DurProb4","0.420522492036077","850"
"1846",1,"model3","exp3","I T-shaped","DurProb4","0.198007648872036","850"
"1847",2,"model3","exp3","I T-shaped","DurProb4","0.592582828014277","850"
"1848",3,"model3","exp3","I T-shaped","DurProb4","0.491383144949779","850"
"1849",4,"model3","exp3","I T-shaped","DurProb4","0.309228599177363","850"
"1850",5,"model3","exp3","I T-shaped","DurProb4","0.34934705489127","850"
"1851",6,"model3","exp3","I T-shaped","DurProb4","0.507871262142372","850"
"1852",7,"model3","exp3","I T-shaped","DurProb4","0.12429315893489","850"
"1853",8,"model3","exp3","I T-shaped","DurProb4","0.345669172294635","850"
"1854",9,"model3","exp3","I T-shaped","DurProb4","0.686442195389623","850"
"1855",10,"model3","exp3","I T-shaped","DurProb4","0.378714605107388","850"
"1856",11,"model3","exp3","I T-shaped","DurProb4","0.683422145779272","850"
"1857",12,"model3","exp3","I T-shaped","DurProb4","0.865673660973392","850"
"1858",13,"model3","exp3","I T-shaped","DurProb4","0.90260227322855","850"
"1859",14,"model3","exp3","I T-shaped","DurProb4","0.788574757091472","850"
"1860",15,"model3","exp3","I T-shaped","DurProb4","0.420522492036077","850"
"1861",1,"model3","exp3","U-shaped","DurProb5","0.792087596627578","1000"
"1862",2,"model3","exp3","U-shaped","DurProb5","0.7939989936189","1000"
"1863",3,"model3","exp3","U-shaped","DurProb5","0.830159091445737","1000"
"1864",4,"model3","exp3","U-shaped","DurProb5","0.714234061435011","1000"
"1865",5,"model3","exp3","U-shaped","DurProb5","0.617252578096874","1000"
"1866",6,"model3","exp3","U-shaped","DurProb5","0.89563400938746","1000"
"1867",7,"model3","exp3","U-shaped","DurProb5","0.438278561682554","1000"
"1868",8,"model3","exp3","U-shaped","DurProb5","0.7786605226418","1000"
"1869",9,"model3","exp3","U-shaped","DurProb5","0.870108836432991","1000"
"1870",10,"model3","exp3","U-shaped","DurProb5","0.774189595180219","1000"
"1871",11,"model3","exp3","U-shaped","DurProb5","0.806346666759795","1000"
"1872",12,"model3","exp3","U-shaped","DurProb5","0.938425831226856","1000"
"1873",13,"model3","exp3","U-shaped","DurProb5","0.979573974203948","1000"
"1874",14,"model3","exp3","U-shaped","DurProb5","0.864772119387067","1000"
"1875",15,"model3","exp3","U-shaped","DurProb5","0.856798508221517","1000"
"1876",1,"model3","exp3","I T-shaped","DurProb5","0.792087596627578","1000"
"1877",2,"model3","exp3","I T-shaped","DurProb5","0.7939989936189","1000"
"1878",3,"model3","exp3","I T-shaped","DurProb5","0.830159091445737","1000"
"1879",4,"model3","exp3","I T-shaped","DurProb5","0.714234061435011","1000"
"1880",5,"model3","exp3","I T-shaped","DurProb5","0.617252578096874","1000"
"1881",6,"model3","exp3","I T-shaped","DurProb5","0.89563400938746","1000"
"1882",7,"model3","exp3","I T-shaped","DurProb5","0.438278561682554","1000"
"1883",8,"model3","exp3","I T-shaped","DurProb5","0.7786605226418","1000"
"1884",9,"model3","exp3","I T-shaped","DurProb5","0.870108836432991","1000"
"1885",10,"model3","exp3","I T-shaped","DurProb5","0.774189595180219","1000"
"1886",11,"model3","exp3","I T-shaped","DurProb5","0.806346666759795","1000"
"1887",12,"model3","exp3","I T-shaped","DurProb5","0.938425831226856","1000"
"1888",13,"model3","exp3","I T-shaped","DurProb5","0.979573974203948","1000"
"1889",14,"model3","exp3","I T-shaped","DurProb5","0.864772119387067","1000"
"1890",15,"model3","exp3","I T-shaped","DurProb5","0.856798508221517","1000"
"1891",1,"model3","exp3","U-shaped","DurProb6","0.966433165146274","1150"
"1892",2,"model3","exp3","U-shaped","DurProb6","0.887905129131853","1150"
"1893",3,"model3","exp3","U-shaped","DurProb6","0.941862734662129","1150"
"1894",4,"model3","exp3","U-shaped","DurProb6","0.899091339952094","1150"
"1895",5,"model3","exp3","U-shaped","DurProb6","0.784284032999957","1150"
"1896",6,"model3","exp3","U-shaped","DurProb6","0.976228516175757","1150"
"1897",7,"model3","exp3","U-shaped","DurProb6","0.733314009182912","1150"
"1898",8,"model3","exp3","U-shaped","DurProb6","0.934580360072245","1150"
"1899",9,"model3","exp3","U-shaped","DurProb6","0.938690580116414","1150"
"1900",10,"model3","exp3","U-shaped","DurProb6","0.924749091224417","1150"
"1901",11,"model3","exp3","U-shaped","DurProb6","0.871241355221722","1150"
"1902",12,"model3","exp3","U-shaped","DurProb6","0.966435637955336","1150"
"1903",13,"model3","exp3","U-shaped","DurProb6","0.993851085141117","1150"
"1904",14,"model3","exp3","U-shaped","DurProb6","0.904995528985414","1150"
"1905",15,"model3","exp3","U-shaped","DurProb6","0.966045978888207","1150"
"1906",1,"model3","exp3","I T-shaped","DurProb6","0.966433165146274","1150"
"1907",2,"model3","exp3","I T-shaped","DurProb6","0.887905129131853","1150"
"1908",3,"model3","exp3","I T-shaped","DurProb6","0.941862734662129","1150"
"1909",4,"model3","exp3","I T-shaped","DurProb6","0.899091339952094","1150"
"1910",5,"model3","exp3","I T-shaped","DurProb6","0.784284032999957","1150"
"1911",6,"model3","exp3","I T-shaped","DurProb6","0.976228516175757","1150"
"1912",7,"model3","exp3","I T-shaped","DurProb6","0.733314009182912","1150"
"1913",8,"model3","exp3","I T-shaped","DurProb6","0.934580360072245","1150"
"1914",9,"model3","exp3","I T-shaped","DurProb6","0.938690580116414","1150"
"1915",10,"model3","exp3","I T-shaped","DurProb6","0.924749091224417","1150"
"1916",11,"model3","exp3","I T-shaped","DurProb6","0.871241355221722","1150"
"1917",12,"model3","exp3","I T-shaped","DurProb6","0.966435637955336","1150"
"1918",13,"model3","exp3","I T-shaped","DurProb6","0.993851085141117","1150"
"1919",14,"model3","exp3","I T-shaped","DurProb6","0.904995528985414","1150"
"1920",15,"model3","exp3","I T-shaped","DurProb6","0.966045978888207","1150"
"1921",1,"model3","exp3","U-shaped","DurProb7","0.992723896400922","1300"
"1922",2,"model3","exp3","U-shaped","DurProb7","0.932365723386754","1300"
"1923",3,"model3","exp3","U-shaped","DurProb7","0.976033034642551","1300"
"1924",4,"model3","exp3","U-shaped","DurProb7","0.959494240356704","1300"
"1925",5,"model3","exp3","U-shaped","DurProb7","0.871705218024782","1300"
"1926",6,"model3","exp3","U-shaped","DurProb7","0.992750190238949","1300"
"1927",7,"model3","exp3","U-shaped","DurProb7","0.878730861639593","1300"
"1928",8,"model3","exp3","U-shaped","DurProb7","0.976735180051092","1300"
"1929",9,"model3","exp3","U-shaped","DurProb7","0.966573954203162","1300"
"1930",10,"model3","exp3","U-shaped","DurProb7","0.970421248516276","1300"
"1931",11,"model3","exp3","U-shaped","DurProb7","0.907666331633415","1300"
"1932",12,"model3","exp3","U-shaped","DurProb7","0.979153974516986","1300"
"1933",13,"model3","exp3","U-shaped","DurProb7","0.997576050421443","1300"
"1934",14,"model3","exp3","U-shaped","DurProb7","0.928278789118403","1300"
"1935",15,"model3","exp3","U-shaped","DurProb7","0.989518745380992","1300"
"1936",1,"model3","exp3","I T-shaped","DurProb7","0.992723896400922","1300"
"1937",2,"model3","exp3","I T-shaped","DurProb7","0.932365723386754","1300"
"1938",3,"model3","exp3","I T-shaped","DurProb7","0.976033034642551","1300"
"1939",4,"model3","exp3","I T-shaped","DurProb7","0.959494240356704","1300"
"1940",5,"model3","exp3","I T-shaped","DurProb7","0.871705218024782","1300"
"1941",6,"model3","exp3","I T-shaped","DurProb7","0.992750190238949","1300"
"1942",7,"model3","exp3","I T-shaped","DurProb7","0.878730861639593","1300"
"1943",8,"model3","exp3","I T-shaped","DurProb7","0.976735180051092","1300"
"1944",9,"model3","exp3","I T-shaped","DurProb7","0.966573954203162","1300"
"1945",10,"model3","exp3","I T-shaped","DurProb7","0.970421248516276","1300"
"1946",11,"model3","exp3","I T-shaped","DurProb7","0.907666331633415","1300"
"1947",12,"model3","exp3","I T-shaped","DurProb7","0.979153974516986","1300"
"1948",13,"model3","exp3","I T-shaped","DurProb7","0.997576050421443","1300"
"1949",14,"model3","exp3","I T-shaped","DurProb7","0.928278789118403","1300"
"1950",15,"model3","exp3","I T-shaped","DurProb7","0.989518745380992","1300"
"1951",1,"model3","exp3","U-shaped","DurProb8","0.997870538248811","1450"
"1952",2,"model3","exp3","U-shaped","DurProb8","0.955343097493958","1450"
"1953",3,"model3","exp3","U-shaped","DurProb8","0.988317093752795","1450"
"1954",4,"model3","exp3","U-shaped","DurProb8","0.980931284270712","1450"
"1955",5,"model3","exp3","U-shaped","DurProb8","0.917742165950096","1450"
"1956",6,"model3","exp3","U-shaped","DurProb8","0.997198048991746","1450"
"1957",7,"model3","exp3","U-shaped","DurProb8","0.939854313952408","1450"
"1958",8,"model3","exp3","U-shaped","DurProb8","0.989971421803726","1450"
"1959",9,"model3","exp3","U-shaped","DurProb8","0.9795424404588","1450"
"1960",10,"model3","exp3","U-shaped","DurProb8","0.986204011277768","1450"
"1961",11,"model3","exp3","U-shaped","DurProb8","0.929673391722775","1450"
"1962",12,"model3","exp3","U-shaped","DurProb8","0.985764114908494","1450"
"1963",13,"model3","exp3","U-shaped","DurProb8","0.998843476036904","1450"
"1964",14,"model3","exp3","U-shaped","DurProb8","0.942873452025618","1450"
"1965",15,"model3","exp3","U-shaped","DurProb8","0.995925398332093","1450"
"1966",1,"model3","exp3","I T-shaped","DurProb8","0.997870538248811","1450"
"1967",2,"model3","exp3","I T-shaped","DurProb8","0.955343097493958","1450"
"1968",3,"model3","exp3","I T-shaped","DurProb8","0.988317093752795","1450"
"1969",4,"model3","exp3","I T-shaped","DurProb8","0.980931284270712","1450"
"1970",5,"model3","exp3","I T-shaped","DurProb8","0.917742165950096","1450"
"1971",6,"model3","exp3","I T-shaped","DurProb8","0.997198048991746","1450"
"1972",7,"model3","exp3","I T-shaped","DurProb8","0.939854313952408","1450"
"1973",8,"model3","exp3","I T-shaped","DurProb8","0.989971421803726","1450"
"1974",9,"model3","exp3","I T-shaped","DurProb8","0.9795424404588","1450"
"1975",10,"model3","exp3","I T-shaped","DurProb8","0.986204011277768","1450"
"1976",11,"model3","exp3","I T-shaped","DurProb8","0.929673391722775","1450"
"1977",12,"model3","exp3","I T-shaped","DurProb8","0.985764114908494","1450"
"1978",13,"model3","exp3","I T-shaped","DurProb8","0.998843476036904","1450"
"1979",14,"model3","exp3","I T-shaped","DurProb8","0.942873452025618","1450"
"1980",15,"model3","exp3","I T-shaped","DurProb8","0.995925398332093","1450"
"1981",1,"model4","exp1","PS","DurProb1","1.46440848267349e-05","400"
"1982",2,"model4","exp1","PS","DurProb1","0.000314374390880454","400"
"1983",3,"model4","exp1","PS","DurProb1","0.0163316533699747","400"
"1984",4,"model4","exp1","PS","DurProb1","0.00612157937732119","400"
