"","xmean","xmeanhat","alphaMAP","betaMAP","PSEmap","JNDmap","NSub","model","cond","Exp"
"189",888.285714285714,888.285714285714,0.822024621475956,0.00872037779007009,794.020919655831,190.15553184998,9,"model3","PS","exp1"
"190",888.285714285714,888.285714285714,1.67540304698663,0.0106561853616965,731.062187280558,155.611789802757,10,"model3","PS","exp1"
"191",888.285714285714,888.285714285714,3.04997947099076,0.00879017082118926,541.309582304457,188.645716941731,11,"model3","PS","exp1"
"192",888.285714285714,888.285714285714,2.75963211345829,0.0138249832389917,688.673746173154,119.944310089773,12,"model3","PS","exp1"
"193",888.285714285714,888.285714285714,0.282028183218158,0.0116379517463745,864.05222463355,142.484529300451,13,"model3","PS","exp1"
"194",888.285714285714,888.285714285714,1.58655222119597,0.00915953904051688,715.072606707056,181.038376414842,14,"model3","PS","exp1"
"195",888.285714285714,888.285714285714,-0.327694259953952,0.0113301667172036,917.207994789882,146.355134747108,15,"model3","PS","exp1"
"196",1112,1112,-0.999549328833909,0.00852331587664619,1229.27235541894,194.551991337909,1,"model3","NS","exp1"
"197",1112,1112,-0.697673521836508,0.00765898629389851,1203.09214915195,216.507513262499,2,"model3","NS","exp1"
"198",1112,1112,0.817415132507306,0.00593408079424359,974.250757808986,279.441439053562,3,"model3","NS","exp1"
"199",1112,1112,2.14713412911185,0.00903812607716957,874.435917492284,183.470341356738,4,"model3","NS","exp1"
"200",1112,1112,1.80704989282669,0.00678921218134391,845.835113035311,244.244550370687,5,"model3","NS","exp1"
"201",1112,1112,0.180166212599575,0.00652394009737237,1084.38383401587,254.175858737791,6,"model3","NS","exp1"
"202",1112,1112,0.423879689635945,0.00786919941477964,1058.13433116972,210.723860103114,7,"model3","NS","exp1"
"203",1112,1112,0.48323414245666,0.00878700130884586,1057.005796008,188.713762331433,8,"model3","NS","exp1"
"204",1112,1112,0.822024621475956,0.00872037779007009,1017.73520537012,190.15553184998,9,"model3","NS","exp1"
"205",1112,1112,1.67540304698663,0.0106561853616965,954.776472994844,155.611789802757,10,"model3","NS","exp1"
"206",1112,1112,3.04997947099076,0.00879017082118926,765.023868018743,188.645716941731,11,"model3","NS","exp1"
"207",1112,1112,2.75963211345829,0.0138249832389917,912.38803188744,119.944310089773,12,"model3","NS","exp1"
"208",1112,1112,0.282028183218158,0.0116379517463745,1087.76651034784,142.484529300451,13,"model3","NS","exp1"
"209",1112,1112,1.58655222119597,0.00915953904051688,938.786892421341,181.038376414842,14,"model3","NS","exp1"
"210",1112,1112,-0.327694259953952,0.0113301667172036,1140.92228050417,146.355134747108,15,"model3","NS","exp1"
"211",800,800,1.34567372611648,0.0100161526073158,665.649638251957,165.555392535889,1,"model3","DF","exp2"
"212",800,800,1.62948073309067,0.00854042132577468,609.203706593145,194.16232681625,2,"model3","DF","exp2"
"213",800,800,1.11231836869432,0.00795067142803265,660.097555437585,208.564533399898,3,"model3","DF","exp2"
"214",800,800,0.581395404071966,0.0119122748462932,751.193587154944,139.203309023678,4,"model3","DF","exp2"
"215",800,800,-0.0763725908597961,0.00794485304386445,809.612838706787,208.717274875729,5,"model3","DF","exp2"
"216",800,800,-2.04937502244589,0.00758367799705739,1070.23497348399,218.657500654294,6,"model3","DF","exp2"
"217",800,800,0.643358386904572,0.00961015508457449,733.054317933199,172.549564706318,7,"model3","DF","exp2"
"218",800,800,1.26255676245558,0.00796910759949575,641.56861396432,208.082028746664,8,"model3","DF","exp2"
"219",800,800,1.38241416541128,0.0091128828867457,648.301115838772,181.965257011626,9,"model3","DF","exp2"
"220",800,800,0.694864375247995,0.00250064204739815,522.125613311597,663.120928614661,10,"model3","DF","exp2"
"221",800,800,0.478658421030602,0.00781731925851533,738.769493070249,212.122342937093,11,"model3","DF","exp2"
"222",800,800,0.488746698663036,0.0116529283287085,758.058036153973,142.30140526294,12,"model3","DF","exp2"
"223",800,800,0.0264654088981097,0.00896317598506961,797.047317943752,185.00452064823,13,"model3","DF","exp2"
"224",800,800,1.59198441481697,0.00981693895254013,637.832910797001,168.914983032921,14,"model3","DF","exp2"
"225",800,800,-0.0136639857450309,0.00971667037258222,801.406241564352,170.658056002661,15,"model3","DF","exp2"
"226",1200,1200,1.34567372611648,0.0100161526073158,1065.64963825196,165.555392535889,1,"model3","AF","exp2"
"227",1200,1200,1.62948073309067,0.00854042132577468,1009.20370659315,194.16232681625,2,"model3","AF","exp2"
"228",1200,1200,1.11231836869432,0.00795067142803265,1060.09755543758,208.564533399898,3,"model3","AF","exp2"
"229",1200,1200,0.581395404071966,0.0119122748462932,1151.19358715494,139.203309023678,4,"model3","AF","exp2"
"230",1200,1200,-0.0763725908597961,0.00794485304386445,1209.61283870679,208.717274875729,5,"model3","AF","exp2"
"231",1200,1200,-2.04937502244589,0.00758367799705739,1470.23497348399,218.657500654294,6,"model3","AF","exp2"
"232",1200,1200,0.643358386904572,0.00961015508457449,1133.0543179332,172.549564706318,7,"model3","AF","exp2"
"233",1200,1200,1.26255676245558,0.00796910759949575,1041.56861396432,208.082028746664,8,"model3","AF","exp2"
"234",1200,1200,1.38241416541128,0.0091128828867457,1048.30111583877,181.965257011626,9,"model3","AF","exp2"
"235",1200,1200,0.694864375247995,0.00250064204739815,922.125613311597,663.120928614661,10,"model3","AF","exp2"
"236",1200,1200,0.478658421030602,0.00781731925851533,1138.76949307025,212.122342937093,11,"model3","AF","exp2"
"237",1200,1200,0.488746698663036,0.0116529283287085,1158.05803615397,142.30140526294,12,"model3","AF","exp2"
"238",1200,1200,0.0264654088981097,0.00896317598506961,1197.04731794375,185.00452064823,13,"model3","AF","exp2"
"239",1200,1200,1.59198441481697,0.00981693895254013,1037.832910797,168.914983032921,14,"model3","AF","exp2"
"240",1200,1200,-0.0136639857450309,0.00971667037258222,1201.40624156435,170.658056002661,15,"model3","AF","exp2"
"241",925,925,-0.041632785335455,0.0171666120549155,927.425218511508,96.596117585631,1,"model3","U-shaped","exp3"
"242",925,925,0.68529110373279,0.00910261356292275,849.714907537748,182.170545320952,2,"model3","U-shaped","exp3"
"243",925,925,0.695978901904087,0.0105035244803253,858.73853669711,157.873490913421,3,"model3","U-shaped","exp3"
"244",925,925,-0.0423196827930358,0.0112462743236341,928.762995777553,147.446881419099,4,"model3","U-shaped","exp3"
"245",925,925,-0.26788619301229,0.00776561368994158,959.496461414153,213.534711204004,5,"model3","U-shaped","exp3"
"246",925,925,1.07591250967912,0.0145726486806828,851.169049068936,113.790438028033,6,"model3","U-shaped","exp3"
